,Temp,Yield,Comp,Al,Cr,Mn,Fe,Co,Ni,Cu,Ta,Ti,V,Zr,Nb,Mo,Zn,W,Sn,Nd
395,700,547,Al0.278Co0.694Cr0.222Fe0.417NiTi0.167,0.100071994,0.079913607,0,0.150107991,0.249820014,0.359971202,0,0,0.060115191,0,0,0,0,0,0,0,0
396,700,461,Al0.278Co0.694Cr0.222Fe0.417NiTi0.167,0.100071994,0.079913607,0,0.150107991,0.249820014,0.359971202,0,0,0.060115191,0,0,0,0,0,0,0,0
397,800,445,Al0.278Co0.694Cr0.222Fe0.417NiTi0.167,0.100071994,0.079913607,0,0.150107991,0.249820014,0.359971202,0,0,0.060115191,0,0,0,0,0,0,0,0
398,800,399,Al0.278Co0.694Cr0.222Fe0.417NiTi0.167,0.100071994,0.079913607,0,0.150107991,0.249820014,0.359971202,0,0,0.060115191,0,0,0,0,0,0,0,0
399,900,243,Al0.278Co0.694Cr0.222Fe0.417NiTi0.167,0.100071994,0.079913607,0,0.150107991,0.249820014,0.359971202,0,0,0.060115191,0,0,0,0,0,0,0,0
400,900,219,Al0.278Co0.694Cr0.222Fe0.417NiTi0.167,0.100071994,0.079913607,0,0.150107991,0.249820014,0.359971202,0,0,0.060115191,0,0,0,0,0,0,0,0
401,1446.87,0,Al0.278Co0.694Cr0.222Fe0.417NiTi0.167,0.100071994,0.079913607,0,0.150107991,0.249820014,0.359971202,0,0,0.060115191,0,0,0,0,0,0,0,0
402,25,2035,Al0.333Nb0.667Ta0.533TiV0.133Zr0.667,0.099909991,0,0,0,0,0,0,0.159915992,0.300030003,0.03990399,0.200120012,0.200120012,0,0,0,0,0
403,800,796,Al0.333Nb0.667Ta0.533TiV0.133Zr0.667,0.099909991,0,0,0,0,0,0,0.159915992,0.300030003,0.03990399,0.200120012,0.200120012,0,0,0,0,0
404,1000,220,Al0.333Nb0.667Ta0.533TiV0.133Zr0.667,0.099909991,0,0,0,0,0,0,0.159915992,0.300030003,0.03990399,0.200120012,0.200120012,0,0,0,0,0
405,1992.04,0,Al0.333Nb0.667Ta0.533TiV0.133Zr0.667,0.099909991,0,0,0,0,0,0,0.159915992,0.300030003,0.03990399,0.200120012,0.200120012,0,0,0,0,0
406,25,866,Al0.343Co0.514Cr0.514FeNi0.514,0.118890815,0.178162912,0,0.346620451,0.178162912,0.178162912,0,0,0,0,0,0,0,0,0,0,0
407,650,400,Al0.343Co0.514Cr0.514FeNi0.514,0.118890815,0.178162912,0,0.346620451,0.178162912,0.178162912,0,0,0,0,0,0,0,0,0,0,0
408,700,220,Al0.343Co0.514Cr0.514FeNi0.514,0.118890815,0.178162912,0,0.346620451,0.178162912,0.178162912,0,0,0,0,0,0,0,0,0,0,0
409,1476.97,0,Al0.343Co0.514Cr0.514FeNi0.514,0.118890815,0.178162912,0,0.346620451,0.178162912,0.178162912,0,0,0,0,0,0,0,0,0,0,0
410,25,942,Al0.35Cr0.5FeMn0.625Ni0.375,0.122807018,0.175438596,0.219298246,0.350877193,0,0.131578947,0,0,0,0,0,0,0,0,0,0,0
411,400,833,Al0.35Cr0.5FeMn0.625Ni0.375,0.122807018,0.175438596,0.219298246,0.350877193,0,0.131578947,0,0,0,0,0,0,0,0,0,0,0
412,600,326,Al0.35Cr0.5FeMn0.625Ni0.375,0.122807018,0.175438596,0.219298246,0.350877193,0,0.131578947,0,0,0,0,0,0,0,0,0,0,0
413,1420.02,0,Al0.35Cr0.5FeMn0.625Ni0.375,0.122807018,0.175438596,0.219298246,0.350877193,0,0.131578947,0,0,0,0,0,0,0,0,0,0,0
414,25,1284,Al0.5CoCrCuFeNi,0.090909091,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0
415,300,411,Al0.5CoCrCuFeNi,0.090909091,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0
416,500,421,Al0.5CoCrCuFeNi,0.090909091,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0
417,700,426,Al0.5CoCrCuFeNi,0.090909091,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0
418,900,230,Al0.5CoCrCuFeNi,0.090909091,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0
419,1000,150,Al0.5CoCrCuFeNi,0.090909091,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0
420,1100,80,Al0.5CoCrCuFeNi,0.090909091,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0
421,1419.97,0,Al0.5CoCrCuFeNi,0.090909091,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0
422,25,1700,Al0.667CrNb0.667Ti0.667V0.667,0.181842966,0.272628135,0,0,0,0,0,0,0.181842966,0.181842966,0,0.181842966,0,0,0,0,0
423,600,1370,Al0.667CrNb0.667Ti0.667V0.667,0.181842966,0.272628135,0,0,0,0,0,0,0.181842966,0.181842966,0,0.181842966,0,0,0,0,0
424,800,970,Al0.667CrNb0.667Ti0.667V0.667,0.181842966,0.272628135,0,0,0,0,0,0,0.181842966,0.181842966,0,0.181842966,0,0,0,0,0
425,1000,75,Al0.667CrNb0.667Ti0.667V0.667,0.181842966,0.272628135,0,0,0,0,0,0,0.181842966,0.181842966,0,0.181842966,0,0,0,0,0
426,1741.07,0,Al0.667CrNb0.667Ti0.667V0.667,0.181842966,0.272628135,0,0,0,0,0,0,0.181842966,0.181842966,0,0.181842966,0,0,0,0,0
427,25,1535,Al0.667Nb0.667Ti0.667V0.667Zr,0.181842966,0,0,0,0,0,0,0,0.181842966,0.181842966,0.272628135,0.181842966,0,0,0,0,0
428,600,1195,Al0.667Nb0.667Ti0.667V0.667Zr,0.181842966,0,0,0,0,0,0,0,0.181842966,0.181842966,0.272628135,0.181842966,0,0,0,0,0
429,800,180,Al0.667Nb0.667Ti0.667V0.667Zr,0.181842966,0,0,0,0,0,0,0,0.181842966,0.181842966,0.272628135,0.181842966,0,0,0,0,0
430,1726.89,0,Al0.667Nb0.667Ti0.667V0.667Zr,0.181842966,0,0,0,0,0,0,0,0.181842966,0.181842966,0.272628135,0.181842966,0,0,0,0,0
431,25,1280,Al0.667NbTa0.333TiZr0.333,0.200120012,0,0,0,0,0,0,0.099909991,0.300030003,0,0.099909991,0.300030003,0,0,0,0,0
432,800,728,Al0.667NbTa0.333TiZr0.333,0.200120012,0,0,0,0,0,0,0.099909991,0.300030003,0,0.099909991,0.300030003,0,0,0,0,0
433,1000,403,Al0.667NbTa0.333TiZr0.333,0.200120012,0,0,0,0,0,0,0.099909991,0.300030003,0,0.099909991,0.300030003,0,0,0,0,0
434,1862.57,0,Al0.667NbTa0.333TiZr0.333,0.200120012,0,0,0,0,0,0,0.099909991,0.300030003,0,0.099909991,0.300030003,0,0,0,0,0
435,25,1620,AlCo0.5Cr0.5Cu0.5Fe0.5Ni0.5,0.285714286,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0
436,500,1120,AlCo0.5Cr0.5Cu0.5Fe0.5Ni0.5,0.285714286,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0
437,600,805,AlCo0.5Cr0.5Cu0.5Fe0.5Ni0.5,0.285714286,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0
438,700,567,AlCo0.5Cr0.5Cu0.5Fe0.5Ni0.5,0.285714286,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0
439,800,302,AlCo0.5Cr0.5Cu0.5Fe0.5Ni0.5,0.285714286,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0
440,900,214,AlCo0.5Cr0.5Cu0.5Fe0.5Ni0.5,0.285714286,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0
441,1000,116,AlCo0.5Cr0.5Cu0.5Fe0.5Ni0.5,0.285714286,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0
442,1100,79,AlCo0.5Cr0.5Cu0.5Fe0.5Ni0.5,0.285714286,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0
443,1257.23,0,AlCo0.5Cr0.5Cu0.5Fe0.5Ni0.5,0.285714286,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0
444,25,948,AlCoCrCuFeNi,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0
445,600,561,AlCoCrCuFeNi,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0
446,700,307,AlCoCrCuFeNi,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0
447,800,172,AlCoCrCuFeNi,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0
448,900,98,AlCoCrCuFeNi,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0
449,1000,47,AlCoCrCuFeNi,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0
450,1356.68,0,AlCoCrCuFeNi,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0
451,20,1511,AlCrCuFeNi,0.2,0.2,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0
452,400,1366,AlCrCuFeNi,0.2,0.2,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0
453,600,410,AlCrCuFeNi,0.2,0.2,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0
454,800,48,AlCrCuFeNi,0.2,0.2,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0
455,1329.02,0,AlCrCuFeNi,0.2,0.2,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0
456,20,740,AlNbTaTi,0.25,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0,0
457,100,740,AlNbTaTi,0.25,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0,0
458,200,740,AlNbTaTi,0.25,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0,0
459,1955.63,0,AlNbTaTi,0.25,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0,0
460,25,1020,AlNbTiV,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0
461,25,1000,AlNbTiV,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0
462,600,810,AlNbTiV,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0
463,600,780,AlNbTiV,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0
464,800,685,AlNbTiV,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0
465,800,560,AlNbTiV,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0
466,1000,158,AlNbTiV,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0
467,1000,110,AlNbTiV,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0
468,1679,0,AlNbTiV,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0
469,-196,419,Co0.5Fe0.5Mo0.1NiV0.25,0,0,0,0.212765957,0.212765957,0.425531915,0,0,0,0.106382979,0,0,0.042553191,0,0,0,0
470,-70,350,Co0.5Fe0.5Mo0.1NiV0.25,0,0,0,0.212765957,0.212765957,0.425531915,0,0,0,0.106382979,0,0,0.042553191,0,0,0,0
471,20,252,Co0.5Fe0.5Mo0.1NiV0.25,0,0,0,0.212765957,0.212765957,0.425531915,0,0,0,0.106382979,0,0,0.042553191,0,0,0,0
472,600,214,Co0.5Fe0.5Mo0.1NiV0.25,0,0,0,0.212765957,0.212765957,0.425531915,0,0,0,0.106382979,0,0,0.042553191,0,0,0,0
473,700,212,Co0.5Fe0.5Mo0.1NiV0.25,0,0,0,0.212765957,0.212765957,0.425531915,0,0,0,0.106382979,0,0,0.042553191,0,0,0,0
474,800,187,Co0.5Fe0.5Mo0.1NiV0.25,0,0,0,0.212765957,0.212765957,0.425531915,0,0,0,0.106382979,0,0,0.042553191,0,0,0,0
475,1579.28,0,Co0.5Fe0.5Mo0.1NiV0.25,0,0,0,0.212765957,0.212765957,0.425531915,0,0,0,0.106382979,0,0,0.042553191,0,0,0,0
476,20,252,Co0.5Fe0.5Mo0.1NiV0.25,0,0,0,0.212765957,0.212765957,0.425531915,0,0,0,0.106382979,0,0,0.042553191,0,0,0,0
477,600,214,Co0.5Fe0.5Mo0.1NiV0.25,0,0,0,0.212765957,0.212765957,0.425531915,0,0,0,0.106382979,0,0,0.042553191,0,0,0,0
478,700,212,Co0.5Fe0.5Mo0.1NiV0.25,0,0,0,0.212765957,0.212765957,0.425531915,0,0,0,0.106382979,0,0,0.042553191,0,0,0,0
479,800,187,Co0.5Fe0.5Mo0.1NiV0.25,0,0,0,0.212765957,0.212765957,0.425531915,0,0,0,0.106382979,0,0,0.042553191,0,0,0,0
480,1579.28,0,Co0.5Fe0.5Mo0.1NiV0.25,0,0,0,0.212765957,0.212765957,0.425531915,0,0,0,0.106382979,0,0,0.042553191,0,0,0,0
481,25,219,Cr0.5FeMn0.625Ni0.375,0,0.2,0.25,0.4,0,0.15,0,0,0,0,0,0,0,0,0,0,0
482,400,132,Cr0.5FeMn0.625Ni0.375,0,0.2,0.25,0.4,0,0.15,0,0,0,0,0,0,0,0,0,0,0
483,600,115,Cr0.5FeMn0.625Ni0.375,0,0.2,0.25,0.4,0,0.15,0,0,0,0,0,0,0,0,0,0,0
484,1519.86,0,Cr0.5FeMn0.625Ni0.375,0,0.2,0.25,0.4,0,0.15,0,0,0,0,0,0,0,0,0,0,0
485,23,1576,Cr3NbTiZr,0,0.5,0,0,0,0,0,0,0.166666667,0,0.166666667,0.166666667,0,0,0,0,0
486,1000,139,Cr3NbTiZr,0,0.5,0,0,0,0,0,0,0.166666667,0,0.166666667,0.166666667,0,0,0,0,0
487,1200,32,Cr3NbTiZr,0,0.5,0,0,0,0,0,0,0.166666667,0,0.166666667,0.166666667,0,0,0,0,0
488,1953.5,0,Cr3NbTiZr,0,0.5,0,0,0,0,0,0,0.166666667,0,0.166666667,0.166666667,0,0,0,0,0
489,20,1630,CrMoNbTi,0,0.25,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0,0
490,200,1268,CrMoNbTi,0,0.25,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0,0
491,400,1115,CrMoNbTi,0,0.25,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0,0
492,600,1062,CrMoNbTi,0,0.25,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0,0
493,800,1058,CrMoNbTi,0,0.25,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0,0
494,2168.75,0,CrMoNbTi,0,0.25,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0,0
495,25,1518,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0
496,300,1432,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0
497,500,1270,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0
498,700,1142,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0
499,800,1121,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0
500,900,1095,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0
501,1000,1080,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0
502,2229,0,CrMoNbV,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0
503,20,1795,CrMoTaTi,0,0.25,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0,0,0,0
504,100,1506,CrMoTaTi,0,0.25,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0,0,0,0
505,200,1266,CrMoTaTi,0,0.25,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0,0,0,0
506,300,1183,CrMoTaTi,0,0.25,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0,0,0,0
507,400,1175,CrMoTaTi,0,0.25,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0,0,0,0
508,600,1162,CrMoTaTi,0,0.25,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0,0,0,0
509,800,1162,CrMoTaTi,0,0.25,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0,0,0,0
510,1000,1159,CrMoTaTi,0,0.25,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0,0,0,0
511,2303.75,0,CrMoTaTi,0,0.25,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0,0,0,0
512,23,1576,CrNb0.333Ti0.333Zr0.333,0,0.500250125,0,0,0,0,0,0,0.166583292,0,0.166583292,0.166583292,0,0,0,0,0
513,1000,139,CrNb0.333Ti0.333Zr0.333,0,0.500250125,0,0,0,0,0,0,0.166583292,0,0.166583292,0.166583292,0,0,0,0,0
514,1200,32,CrNb0.333Ti0.333Zr0.333,0,0.500250125,0,0,0,0,0,0,0.166583292,0,0.166583292,0.166583292,0,0,0,0,0
515,1953.48,0,CrNb0.333Ti0.333Zr0.333,0,0.500250125,0,0,0,0,0,0,0.166583292,0,0.166583292,0.166583292,0,0,0,0,0
516,25,2034,CrTaTi0.17VW,0,0.239808153,0,0,0,0,0,0.239808153,0.040767386,0.239808153,0,0,0,0,0.239808153,0,0
517,1200,750,CrTaTi0.17VW,0,0.239808153,0,0,0,0,0,0.239808153,0.040767386,0.239808153,0,0,0,0,0.239808153,0,0
518,2527.47,0,CrTaTi0.17VW,0,0.239808153,0,0,0,0,0,0.239808153,0.040767386,0.239808153,0,0,0,0,0.239808153,0,0
519,25,1065,Hf0.25Nb0.25TiV0.5Zr0.5,0,0,0,0,0,0,0,0,0.444444444,0.222222222,0.222222222,0.111111111,0,0,0,0,0
520,600,718,Hf0.25Nb0.25TiV0.5Zr0.5,0,0,0,0,0,0,0,0,0.444444444,0.222222222,0.222222222,0.111111111,0,0,0,0,0
521,800,135,Hf0.25Nb0.25TiV0.5Zr0.5,0,0,0,0,0,0,0,0,0.444444444,0.222222222,0.222222222,0.111111111,0,0,0,0,0
522,1891.2,0,Hf0.25Nb0.25TiV0.5Zr0.5,0,0,0,0,0,0,0,0,0.444444444,0.222222222,0.222222222,0.111111111,0,0,0,0,0
523,25,980,Hf0.25Nb0.5TiV0.5Zr0.5,0,0,0,0,0,0,0,0,0.4,0.2,0.2,0.2,0,0,0,0,0
524,600,859,Hf0.25Nb0.5TiV0.5Zr0.5,0,0,0,0,0,0,0,0,0.4,0.2,0.2,0.2,0,0,0,0,0
525,800,195,Hf0.25Nb0.5TiV0.5Zr0.5,0,0,0,0,0,0,0,0,0.4,0.2,0.2,0.2,0,0,0,0,0
526,1944.45,0,Hf0.25Nb0.5TiV0.5Zr0.5,0,0,0,0,0,0,0,0,0.4,0.2,0.2,0.2,0,0,0,0,0
527,25,1160,Hf0.25TiV0.5Zr0.5,0,0,0,0,0,0,0,0,0.5,0.25,0.25,0,0,0,0,0,0
528,600,405,Hf0.25TiV0.5Zr0.5,0,0,0,0,0,0,0,0,0.5,0.25,0.25,0,0,0,0,0,0
529,800,85,Hf0.25TiV0.5Zr0.5,0,0,0,0,0,0,0,0,0.5,0.25,0.25,0,0,0,0,0,0
530,1826.11,0,Hf0.25TiV0.5Zr0.5,0,0,0,0,0,0,0,0,0.5,0.25,0.25,0,0,0,0,0,0
531,25,845,Hf0.26NbTaTi0.578Zr0.416,0,0,0,0,0,0,0,0.334001336,0.193052772,0,0.138944556,0.334001336,0,0,0,0,0
532,60,795,Hf0.26NbTaTi0.578Zr0.416,0,0,0,0,0,0,0,0.334001336,0.193052772,0,0.138944556,0.334001336,0,0,0,0,0
533,100,765,Hf0.26NbTaTi0.578Zr0.416,0,0,0,0,0,0,0,0.334001336,0.193052772,0,0.138944556,0.334001336,0,0,0,0,0
534,200,650,Hf0.26NbTaTi0.578Zr0.416,0,0,0,0,0,0,0,0.334001336,0.193052772,0,0.138944556,0.334001336,0,0,0,0,0
535,300,590,Hf0.26NbTaTi0.578Zr0.416,0,0,0,0,0,0,0,0.334001336,0.193052772,0,0.138944556,0.334001336,0,0,0,0,0
536,2400.23,0,Hf0.26NbTaTi0.578Zr0.416,0,0,0,0,0,0,0,0.334001336,0.193052772,0,0.138944556,0.334001336,0,0,0,0,0
537,-268.8,2210,Hf0.5Nb0.667Ta0.333TiZr0.833,0,0,0,0,0,0,0,0.11754324,0.352982704,0,0.294034592,0.235439463,0,0,0,0,0
538,-268.8,2390,Hf0.5Nb0.667Ta0.333TiZr0.833,0,0,0,0,0,0,0,0.11754324,0.352982704,0,0.294034592,0.235439463,0,0,0,0,0
539,-268.8,2250,Hf0.5Nb0.667Ta0.333TiZr0.833,0,0,0,0,0,0,0,0.11754324,0.352982704,0,0.294034592,0.235439463,0,0,0,0,0
540,-196,1880,Hf0.5Nb0.667Ta0.333TiZr0.833,0,0,0,0,0,0,0,0.11754324,0.352982704,0,0.294034592,0.235439463,0,0,0,0,0
541,-196,1920,Hf0.5Nb0.667Ta0.333TiZr0.833,0,0,0,0,0,0,0,0.11754324,0.352982704,0,0.294034592,0.235439463,0,0,0,0,0
542,-196,1750,Hf0.5Nb0.667Ta0.333TiZr0.833,0,0,0,0,0,0,0,0.11754324,0.352982704,0,0.294034592,0.235439463,0,0,0,0,0
543,-153,1370,Hf0.5Nb0.667Ta0.333TiZr0.833,0,0,0,0,0,0,0,0.11754324,0.352982704,0,0.294034592,0.235439463,0,0,0,0,0
544,-153,1640,Hf0.5Nb0.667Ta0.333TiZr0.833,0,0,0,0,0,0,0,0.11754324,0.352982704,0,0.294034592,0.235439463,0,0,0,0,0
545,-153,1550,Hf0.5Nb0.667Ta0.333TiZr0.833,0,0,0,0,0,0,0,0.11754324,0.352982704,0,0.294034592,0.235439463,0,0,0,0,0
546,-103,1380,Hf0.5Nb0.667Ta0.333TiZr0.833,0,0,0,0,0,0,0,0.11754324,0.352982704,0,0.294034592,0.235439463,0,0,0,0,0
547,-103,1370,Hf0.5Nb0.667Ta0.333TiZr0.833,0,0,0,0,0,0,0,0.11754324,0.352982704,0,0.294034592,0.235439463,0,0,0,0,0
548,-103,1250,Hf0.5Nb0.667Ta0.333TiZr0.833,0,0,0,0,0,0,0,0.11754324,0.352982704,0,0.294034592,0.235439463,0,0,0,0,0
549,-43,1180,Hf0.5Nb0.667Ta0.333TiZr0.833,0,0,0,0,0,0,0,0.11754324,0.352982704,0,0.294034592,0.235439463,0,0,0,0,0
550,-43,1200,Hf0.5Nb0.667Ta0.333TiZr0.833,0,0,0,0,0,0,0,0.11754324,0.352982704,0,0.294034592,0.235439463,0,0,0,0,0
551,-43,1020,Hf0.5Nb0.667Ta0.333TiZr0.833,0,0,0,0,0,0,0,0.11754324,0.352982704,0,0.294034592,0.235439463,0,0,0,0,0
552,25,1150,Hf0.5Nb0.667Ta0.333TiZr0.833,0,0,0,0,0,0,0,0.11754324,0.352982704,0,0.294034592,0.235439463,0,0,0,0,0
553,25,890,Hf0.5Nb0.667Ta0.333TiZr0.833,0,0,0,0,0,0,0,0.11754324,0.352982704,0,0.294034592,0.235439463,0,0,0,0,0
554,25,1100,Hf0.5Nb0.667Ta0.333TiZr0.833,0,0,0,0,0,0,0,0.11754324,0.352982704,0,0.294034592,0.235439463,0,0,0,0,0
555,72,1040,Hf0.5Nb0.667Ta0.333TiZr0.833,0,0,0,0,0,0,0,0.11754324,0.352982704,0,0.294034592,0.235439463,0,0,0,0,0
556,72,1020,Hf0.5Nb0.667Ta0.333TiZr0.833,0,0,0,0,0,0,0,0.11754324,0.352982704,0,0.294034592,0.235439463,0,0,0,0,0
557,72,640,Hf0.5Nb0.667Ta0.333TiZr0.833,0,0,0,0,0,0,0,0.11754324,0.352982704,0,0.294034592,0.235439463,0,0,0,0,0
558,2095.34,0,Hf0.5Nb0.667Ta0.333TiZr0.833,0,0,0,0,0,0,0,0.11754324,0.352982704,0,0.294034592,0.235439463,0,0,0,0,0
559,25,1787,HfMo0.5NbSi0.5TiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
560,1000,614,HfMo0.5NbSi0.5TiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
561,1200,188,HfMo0.5NbSi0.5TiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
562,2078,0,HfMo0.5NbSi0.5TiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
563,25,2134,HfMo0.5NbSi0.7TiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
564,1000,673,HfMo0.5NbSi0.7TiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
565,1200,235,HfMo0.5NbSi0.7TiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
566,2050,0,HfMo0.5NbSi0.7TiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
567,25,1260,HfMo0.5NbTiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
568,1000,368,HfMo0.5NbTiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
569,1200,60,HfMo0.5NbTiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
570,2161,0,HfMo0.5NbTiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
571,25,1260,HfMo0.5NbTiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
572,1000,368,HfMo0.5NbTiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
573,1200,60,HfMo0.5NbTiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
574,2161.13,0,HfMo0.5NbTiV0.5,0,0,0,0,0,0,0,0,0.333333333,0.166666667,0,0.333333333,0.166666667,0,0,0,0
575,25,1637,HfMoNbTaTiWZr,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0,0.166666667,0,0
576,800,1065,HfMoNbTaTiWZr,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0,0.166666667,0,0
