Comp,Tbreak,YS at Tbreak,Al,Cr,Mn,Fe,Co,Ni,Cu,Ta,Ti,V,Zr,Nb,Mo,Zn,W,Sn,Nd,Hf,Si,VEC,ElectDiff,Atomic Size Diff,Mixing Enthalpy,Mixing Entropy,AVG Shear Modulus,AVG Bulk Modulus,AVG Possion Ratio,Itinerate Electron,Cohesive Energy,Gamma,Local Size Mismatch,Local Shear Modulus Mismatch,Local Electronegativity Mismatch,Avg Melting Pt,VEC_log,VEC_sqrt,VEC_square,VEC_cube,VEC_exp,ElectDiff_log,ElectDiff_sqrt,ElectDiff_square,ElectDiff_cube,ElectDiff_exp,Atomic Size Diff_log,Atomic Size Diff_sqrt,Atomic Size Diff_square,Atomic Size Diff_cube,Atomic Size Diff_exp,Mixing Enthalpy_log,Mixing Enthalpy_sqrt,Mixing Enthalpy_square,Mixing Enthalpy_cube,Mixing Enthalpy_exp,Mixing Entropy_log,Mixing Entropy_sqrt,Mixing Entropy_square,Mixing Entropy_cube,Mixing Entropy_exp,AVG Shear Modulus_log,AVG Shear Modulus_sqrt,AVG Shear Modulus_square,AVG Shear Modulus_cube,AVG Shear Modulus_exp,AVG Bulk Modulus_log,AVG Bulk Modulus_sqrt,AVG Bulk Modulus_square,AVG Bulk Modulus_cube,AVG Bulk Modulus_exp,AVG Possion Ratio_log,AVG Possion Ratio_sqrt,AVG Possion Ratio_square,AVG Possion Ratio_cube,AVG Possion Ratio_exp,Itinerate Electron_log,Itinerate Electron_sqrt,Itinerate Electron_square,Itinerate Electron_cube,Itinerate Electron_exp,Cohesive Energy_log,Cohesive Energy_sqrt,Cohesive Energy_square,Cohesive Energy_cube,Cohesive Energy_exp,Gamma_log,Gamma_sqrt,Gamma_square,Gamma_cube,Gamma_exp,Local Size Mismatch_log,Local Size Mismatch_sqrt,Local Size Mismatch_square,Local Size Mismatch_cube,Local Size Mismatch_exp,Local Shear Modulus Mismatch_log,Local Shear Modulus Mismatch_sqrt,Local Shear Modulus Mismatch_square,Local Shear Modulus Mismatch_cube,Local Shear Modulus Mismatch_exp,Local Electronegativity Mismatch_log,Local Electronegativity Mismatch_sqrt,Local Electronegativity Mismatch_square,Local Electronegativity Mismatch_cube,Local Electronegativity Mismatch_exp,Avg Melting Pt_log,Avg Melting Pt_sqrt,Avg Melting Pt_square,Avg Melting Pt_cube,Assigned Point,Criteria Satisfied,Temp Range
AlMo0.5NbTa0.5TiZr0.5,1305.347306,924.4129655,0.222222222,0,0,0,0,0,0,0.111111111,0.222222222,0,0.111111111,0.222222222,0.111111111,0,0,0,0,0,0,4.555555551,0.211607603,4.094865118,-16.69135799,14.42584136,62.99999994,137.3333332,0.352222222,4.666666662,5.288888884,1.189637654,0.000491358,-8.592592575,-0.053333333,2264.705553,1.516347488,2.134374745,20.75308638,94.54183785,95.15960657,-1.553021649,0.460008264,0.044777778,0.009475318,1.23566292,1.409733779,2.023577307,16.76792033,68.66237208,60.03124148,2.8148911,4.085505843,278.6014316,-4650.236231,5.64E-08,2.669021137,3.798136564,208.1048989,3002.088258,1841040.318,4.143134725,7.937253929,3968.999992,250046.9993,2.29E+27,4.92241106,11.71893055,18860.44441,2590167.696,4.40E+59,-1.04349299,0.593483127,0.124060494,0.043696863,1.422224538,1.54044504,2.160246898,21.77777773,101.6296293,106.3426749,1.665608183,2.29975844,27.97234563,147.9426278,198.1231652,0.173648768,1.090705118,1.415237748,1.683620114,3.285890362,-7.618337572,0.022166596,2.41E-07,1.19E-10,1.000491479,2.150900504,2.931312432,73.83264716,-634.4138558,0.000185475,-2.931193759,0.230940107,0.002844444,-0.000151704,0.948063939,7.725200031,47.58892259,5128891.242,11615428476,9625.063996,4,5
AlMoNbTi,1381.713365,418.04802,0.25,0,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0,0,0,0,4.75,0.251134924,2.507667837,-15.25,11.52565132,59.75,146.5,0.35,4.75,5.59,1.0766348,0.01100625,-10.9375,-0.106875,2198.4,1.558144618,2.179449472,22.5625,107.171875,115.5842845,-1.381764938,0.501133639,0.06306875,0.015838766,1.285483515,0.919353173,1.583561757,6.288397981,15.76921336,12.2762664,2.724579503,3.905124838,232.5625,-3546.578125,2.38E-07,2.444575101,3.394944966,132.8406384,1531.074879,101280.7173,4.090169191,7.729812417,3570.0625,213311.2344,8.89E+25,4.987025428,12.10371844,21462.25,3144219.625,4.21E+63,-1.049822124,0.591607978,0.1225,0.042875,1.419067549,1.558144618,2.179449472,22.5625,107.171875,115.5842845,1.720979287,2.364318084,31.2481,174.676879,267.7356197,0.073840251,1.037610139,1.159142493,1.247973146,2.93478677,-4.509291986,0.104910676,0.000121138,1.33E-06,1.011067042,2.392197252,3.307189139,119.6289063,-1308.441162,1.78E-05,-2.236095352,0.326917421,0.011422266,-0.001220755,0.898637996,7.695485102,46.88709844,4832962.56,10624784892,3890.001485,3,5
AlNb1.5Ta0.5Ti1.5Zr0.5,1639.179528,323.8124927,0.2,0,0,0,0,0,0,0.1,0.3,0,0.1,0.3,0,0,0,0,0,0,0,4.5,0.081123363,3.349801387,-15.12,12.51080979,65.2,128.6,0.362,4.6,5.239,1.130007109,-0.009628,-11.56,0.0029,2217.75,1.504077397,2.121320344,20.25,91.125,90.0171313,-2.511784283,0.284821634,0.006581,0.000533873,1.084504676,1.208901057,1.830246264,11.22116933,37.58868859,28.49707319,2.716018371,3.888444419,228.6144,-3456.649728,2.71E-07,2.526593054,3.537062311,156.5203616,1958.196472,271253.6907,4.177459469,8.074651695,4251.04,277167.808,2.07E+28,4.856706812,11.340194,16537.96,2126781.656,7.08E+55,-1.016111067,0.601664358,0.131044,0.047437928,1.436198942,1.526056303,2.144761059,21.16,97.336,99.48431564,1.65613064,2.288886192,27.447121,143.7954669,188.4815266,0.122223924,1.063017925,1.276916066,1.442924233,3.095678507,-4.643079759,0.098122373,9.27E-05,-8.93E-07,0.990418201,2.447550863,3.4,133.6336,-1544.804416,9.54E-06,-5.843044542,0.053851648,8.41E-06,2.44E-08,1.002904209,7.704248447,47.09299311,4918415.063,10907815005,3582.054484,3,5
AlNbTa0.5TiZr0.5,1484.733296,437.5031506,0.25,0,0,0,0,0,0,0.125,0.25,0,0.125,0.25,0,0,0,0,0,0,0,4.375,0.088520831,3.659877526,-18.5625,12.96635773,62.875,125.75,0.3575,4.5,5.06375,1.130007109,-0.01186875,-10.734375,0.00984375,2185.775,1.47590652,2.091650066,19.140625,83.74023438,79.43983955,-2.424517376,0.297524505,0.007835938,0.000693644,1.092557011,1.297429684,1.913080638,13.39470351,49.02297433,38.85658366,2.921143417,4.308421985,344.5664063,-6396.013916,8.68E-09,2.562358136,3.60088291,168.1264328,2179.987471,427777.1793,4.141148628,7.929375764,3953.265625,248561.5762,2.02E+27,4.834295809,11.21383075,15813.0625,1988492.609,4.10E+54,-1.028619917,0.597913037,0.12780625,0.045690734,1.429750566,1.504077397,2.121320344,20.25,91.125,90.0171313,1.622107316,2.250277761,25.64156406,129.84247,158.1825902,0.122223924,1.063017925,1.276916066,1.442924233,3.095678507,-4.433846383,0.108943793,0.000140867,-1.67E-06,0.988201406,2.373451209,3.276335606,115.2268066,-1236.887753,2.18E-05,-4.620918543,0.099215674,9.69E-05,9.54E-07,1.009892359,7.689725736,46.75227267,4777612.351,10442785636,4109.7522,3,5
AlNbTaTi,651.5491291,740,0.25,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0,4.5,0.044930502,1.009210961,-16,11.52565132,73.75,139,0.3575,4.75,5.1625,1.022616706,-0.00343125,-10.0625,-0.000625,2365.15,1.504077397,2.121320344,20.25,91.125,90.0171313,-3.102638383,0.211968163,0.00201875,9.07E-05,1.045955166,0.009168799,1.004594924,1.018506764,1.02788819,2.743435483,2.772588722,4,256,-4096,1.13E-07,2.444575101,3.394944966,132.8406384,1531.074879,101280.7173,4.300680995,8.587782019,5439.0625,401130.8594,1.07E+32,4.934473933,11.78982612,19321,2685619,2.33E+60,-1.028619917,0.597913037,0.12780625,0.045690734,1.429750566,1.558144618,2.179449472,22.5625,107.171875,115.5842845,1.641420958,2.272113554,26.65140625,137.5878848,174.6004115,0.02236474,1.011245127,1.045744927,1.069396233,2.780460902,-5.674830653,0.058576873,1.18E-05,-4.04E-08,0.99657463,2.308815643,3.172144385,101.2539063,-1018.867432,4.26E-05,-7.377758908,0.025,3.91E-07,-2.44E-10,0.999375195,7.768596724,48.63280786,5593934.523,13230494236,-740,0,1
AlNbTiV,1038.465539,736.147264,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,4.5,0.03354102,3.189674193,-16.25,11.52565132,53,129,0.365,4.5,5.3075,1.096310308,0.00031875,-14.375,-0.00375,2020.15,1.504077397,2.121320344,20.25,91.125,90.0171313,-3.394986112,0.183142076,0.001125,3.77E-05,1.034109862,1.159918778,1.785965899,10.17402146,32.45181368,24.28051539,2.788092909,4.031128874,264.0625,-4291.015625,8.76E-08,2.444575101,3.394944966,132.8406384,1531.074879,101280.7173,3.970291914,7.280109889,2809,148877,1.04E+23,4.859812404,11.35781669,16641,2146689,1.06E+56,-1.007857925,0.604152299,0.133225,0.048627125,1.440514008,1.504077397,2.121320344,20.25,91.125,90.0171313,1.669120915,2.303801207,28.16955625,149.5099198,201.8449846,0.091950276,1.047048379,1.201896291,1.317651293,2.993102001,-8.051103461,0.017853571,1.02E-07,3.24E-11,1.000318801,2.665490587,3.791437722,206.640625,-2970.458984,5.72E-07,-5.585999439,0.061237244,1.41E-05,-5.27E-08,0.996257022,7.610927045,44.94607881,4081006.023,8244244316,2510.760067,3,3
AlNbTiVZr,972.2010972,1104.151232,0.2,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,4.4,0.110163515,5.794212312,-17.44,13.3808668,49,122,0.36,4.4,5.164,1.211295897,-0.018128,-11.76,0.0184,2041.75,1.481604541,2.097617696,19.36,85.184,81.45086866,-2.205789517,0.331908896,0.012136,0.001336944,1.116460614,1.756859542,2.407117013,33.57289632,194.5284892,328.3934105,2.858766418,4.176122604,304.1536,-5304.438784,2.67E-08,2.593825836,3.657986714,179.0475963,2395.812037,647495.291,3.891820298,7,2401,117649,1.91E+21,4.804021045,11.04536102,14884,1815848,9.64E+52,-1.021651248,0.6,0.1296,0.046656,1.433329415,1.481604541,2.097617696,19.36,85.184,81.45086866,1.641711473,2.272443619,26.666896,137.7078509,174.8625086,0.191690776,1.100588886,1.46723775,1.777259067,3.35783324,-4.010297575,0.134640261,0.000328624,-5.96E-06,0.982035324,2.464703942,3.42928564,138.2976,-1626.379776,7.81E-06,-3.995404614,0.1356466,0.00033856,6.23E-06,1.018570323,7.621562562,45.18572784,4168743.063,8511531148,5388.806025,4,3
AlNbTiVZr0.1,1435.555701,724.6086621,0.243902439,0,0,0,0,0,0,0,0.243902439,0.243902439,0.024390244,0.243902439,0,0,0,0,0,0,0,4.487804878,0.052617394,3.726093949,-16.51397977,12.19786503,52.51219512,128.1463415,0.364390244,4.487804878,5.29,1.211295897,-0.002422963,-14.0630577,-0.000475907,2022.784146,1.501363691,2.118443976,20.14039262,90.38615226,88.92602799,-2.944708529,0.229384816,0.00276859,0.000145676,1.054026291,1.315360486,1.930309288,13.88377612,51.73225418,41.51662498,2.804207281,4.063739629,272.7115278,-4503.552654,6.73E-08,2.501260939,3.492544206,148.7879113,1814.89486,198365.195,3.961045431,7.246529867,2757.530636,144803.9868,6.39E+22,4.853172904,11.32017409,16421.48484,2104353.204,4.50E+55,-1.009529887,0.60364745,0.13278025,0.048383828,1.439635914,1.501363691,2.118443976,20.14039262,90.38615226,88.92602799,1.665818246,2.3,27.9841,148.035889,198.3434254,0.191690776,1.100588886,1.46723775,1.777259067,3.35783324,-6.022764108,0.049223602,5.87E-06,-1.42E-08,0.99757997,2.643551338,3.750074359,197.7695919,-2781.245182,7.81E-07,-7.650288101,0.021815293,2.26E-07,-1.08E-10,0.999524206,7.612230132,44.97537266,4091655.701,8276536283,7957.03366,4,5
AlNbTiVZr0.25,1054.510928,985.9534424,0.235294118,0,0,0,0,0,0,0,0.235294118,0.235294118,0.058823529,0.235294118,0,0,0,0,0,0,0,4.47058824,0.070332871,4.324577018,-16.83044986,12.70766391,51.82352947,126.9411766,0.363529412,4.47058824,5.265294123,1.211295897,-0.0060609,-13.6193772,0.003875432,2026.502943,1.497519997,2.114376561,19.98615921,89.34988833,87.40812485,-2.654516008,0.265203452,0.004946713,0.000347917,1.072865248,1.464314336,2.079561737,18.70196638,80.87809402,75.53355677,2.823189737,4.102493127,283.2640425,-4767.461264,4.90E-08,2.542205269,3.564781047,161.484722,2052.093574,330269.3822,3.947844283,7.198856122,2685.678207,139181.3237,3.21E+22,4.843723803,11.2668175,16114.06232,2045538.03,1.35E+55,-1.011895072,0.602934003,0.132153633,0.048041733,1.438397162,1.497519997,2.114376561,19.98615921,89.34988833,87.40812485,1.661137008,2.294622872,27.7233222,145.9714455,193.5032142,0.191690776,1.100588886,1.46723775,1.777259067,3.35783324,-5.105896975,0.077851782,3.67E-05,-2.23E-07,0.99395743,2.611493573,3.690444038,185.4874353,-2526.223347,1.22E-06,-5.553098139,0.062252968,1.50E-05,5.82E-08,1.003882951,7.614066898,45.01669627,4106714.178,8322268368,4998.324698,4,3
AlNbTiVZr0.5,1185.104335,705.9610145,0.222222222,0,0,0,0,0,0,0,0.222222222,0.222222222,0.111111111,0.222222222,0,0,0,0,0,0,0,4.44444444,0.089083121,5.010555569,-17.18518515,13.14521343,50.77777773,125.111111,0.362222222,4.44444444,5.227777773,1.211295897,-0.011064198,-12.93827158,0.009876543,2032.149998,1.491654876,2.108185106,19.75308638,87.79149494,85.15255734,-2.418185401,0.298467956,0.007935802,0.000706946,1.093171518,1.611546801,2.23842703,25.10566711,125.7933402,149.9880417,2.844047684,4.145501797,295.3305886,-5075.310846,3.44E-08,2.576057695,3.625632832,172.7966361,2271.448662,511556.5574,3.927458813,7.125852772,2578.382711,130924.5442,1.13E+22,4.82920223,11.18530782,15652.7901,1958337.959,2.16E+54,-1.015497383,0.601849003,0.131204938,0.047525344,1.436518132,1.491654876,2.108185106,19.75308638,87.79149494,85.15255734,1.653986288,2.286433418,27.32966044,142.8733914,186.3781684,0.191690776,1.100588886,1.46723775,1.777259067,3.35783324,-4.504040789,0.105186492,0.000122416,-1.35E-06,0.988996785,2.560189708,3.596980898,167.3988715,-2165.852061,2.40E-06,-4.617592727,0.099380798,9.75E-05,9.63E-07,1.009925477,7.616849624,45.07937442,4129633.614,8392034941,5420.870422,4,4
AlNbTiVZr1.5,820.1161495,1214.441324,0.181818182,0,0,0,0,0,0,0,0.181818182,0.181818182,0.272727273,0.181818182,0,0,0,0,0,0,0,4.363636368,0.121437669,6.192855619,-17.32231408,13.25390194,47.54545459,119.4545456,0.358181819,4.363636368,5.111818187,1.211295897,-0.022557025,-10.77685953,0.023801653,2049.604548,1.473305739,2.088931873,19.04132235,83.08940671,78.54222419,-2.10835416,0.34847908,0.014747107,0.001790854,1.129118985,1.823396308,2.48854488,38.35146072,237.505059,489.2411998,2.851995502,4.162008419,300.0625651,-5197.777996,3.00E-08,2.584291995,3.640590878,175.6659166,2328.258833,570290.9453,3.861686192,6.89532121,2260.570252,107479.8403,4.45E+20,4.782935927,10.92952632,14269.38846,1704543.315,7.56E+51,-1.026714547,0.598482931,0.128294215,0.045952655,1.43072573,1.473305739,2.088931873,19.04132235,83.08940671,78.54222419,1.631555151,2.260933035,26.13068518,133.5753117,165.9718486,0.191690776,1.100588886,1.46723775,1.777259067,3.35783324,-3.791708732,0.150189963,0.000508819,-1.15E-05,0.977695483,2.377401199,3.282812747,116.1407013,-1251.632024,2.09E-05,-3.738000247,0.154277844,0.000566519,1.35E-05,1.024087173,7.62540215,45.27255844,4200878.803,8610140301,2641.778135,3,2
C0.1Co45Cr25Fe15Ni15,1404.686873,37.11738136,0,0.25,0,0.15,0.45,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25,0.096156123,0.337111547,-3.45,10.60066634,86.2,173.5,0.282,8.25,7.129,1.010245322,-0.0004455,7.74,-0.0477,2144.6,2.1102132,2.872281323,68.0625,561.515625,3827.625821,-2.341782127,0.310090508,0.009246,0.00088906,1.100930931,-1.087341403,0.580613079,0.113644195,0.03831077,1.400895321,1.238374231,1.857417562,11.9025,-41.063625,0.031745636,2.360916861,3.25586645,112.3741269,1191.240624,40161.58979,4.456670178,9.284395511,7430.44,640503.928,2.73E+37,5.156177599,13.17193987,30102.25,5222740.375,2.24E+75,-1.265848208,0.531036722,0.079524,0.022425768,1.32577872,2.1102132,2.872281323,68.0625,561.515625,3827.625821,1.964170972,2.670018727,50.822641,362.3146077,1247.628714,0.010193194,1.005109607,1.020595611,1.031051941,2.746274654,-7.716313311,0.021106871,1.98E-07,-8.84E-11,0.999554599,2.046401688,2.782085549,59.9076,463.684824,2298.472383,-3.042823881,0.218403297,0.00227529,-0.000108531,0.95341977,7.670708334,46.30982617,4599309.16,9863678425,18.55869068,1,5
C0.1Hf0.25NbTaW0.5,2558.206406,419.1292532,0,0,0,0,0,0,0,0.363636364,0,0,0,0.363636364,0,0,0.181818182,0,0,0.090909091,0,5.45454546,0.33358558,3.736025085,-3.438016536,10.50602295,116.8181819,200.9090911,0.353636364,5.818181824,6.562727279,1.1734311,-0.000446281,0.413223141,-0.086280992,3195.409094,1.69644929,2.335496834,29.75206618,162.2839975,233.818567,-1.097855835,0.57756868,0.111279339,0.037121183,1.395964508,1.318022235,1.932879998,13.95788344,52.14700265,41.93098637,1.234894717,1.854188916,11.8199577,-40.63721003,0.032128348,2.351948707,3.241299577,110.3765182,1159.618234,36534.88914,4.760618725,10.80824601,13646.48762,1594157.873,5.41E+50,5.302852523,14.17424041,40364.46289,8109587.551,1.79E+87,-1.039486114,0.594673325,0.125058678,0.044225296,1.424237188,1.760987812,2.412090758,33.85123974,196.9526678,336.3599358,1.88140626,2.561782051,43.06938934,282.6526563,708.2005236,0.159932021,1.083250248,1.376940546,1.61574486,3.233066605,-7.714561759,0.021125364,1.99E-07,-8.89E-11,0.999553819,-0.883767539,0.642824347,0.170753364,0.070559242,1.511682307,-2.45014596,0.293736263,0.00744441,-0.000642311,0.917336431,8.069470401,56.52794967,10210639.28,32627169605,5072.981925,3,5
C0.25Hf0.25NbTaW0.5,1909.026281,668.5081147,0,0,0,0,0,0,0,0.363636364,0,0,0,0.363636364,0,0,0.181818182,0,0,0.090909091,0,5.45454546,0.33358558,3.736025085,-3.438016536,10.50602295,116.8181819,200.9090911,0.353636364,5.818181824,6.562727279,1.1734311,-0.000446281,0.413223141,-0.086280992,3195.409094,1.69644929,2.335496834,29.75206618,162.2839975,233.818567,-1.097855835,0.57756868,0.111279339,0.037121183,1.395964508,1.318022235,1.932879998,13.95788344,52.14700265,41.93098637,1.234894717,1.854188916,11.8199577,-40.63721003,0.032128348,2.351948707,3.241299577,110.3765182,1159.618234,36534.88914,4.760618725,10.80824601,13646.48762,1594157.873,5.41E+50,5.302852523,14.17424041,40364.46289,8109587.551,1.79E+87,-1.039486114,0.594673325,0.125058678,0.044225296,1.424237188,1.760987812,2.412090758,33.85123974,196.9526678,336.3599358,1.88140626,2.561782051,43.06938934,282.6526563,708.2005236,0.159932021,1.083250248,1.376940546,1.61574486,3.233066605,-7.714561759,0.021125364,1.99E-07,-8.89E-11,0.999553819,-0.883767539,0.642824347,0.170753364,0.070559242,1.511682307,-2.45014596,0.293736263,0.00744441,-0.000642311,0.917336431,8.069470401,56.52794967,10210639.28,32627169605,7925.599313,4,5
Co0.5Fe0.5Mo0.1NiV0.25,1128.952093,180.7815012,0,0,0,0.212765957,0.212765957,0.425531915,0,0,0,0.106382979,0,0,0.042553191,0,0,0,0,0,0,8.65957446,0.103645634,2.858969225,-6.826618378,11.5966336,72.40425524,177.8723402,0.312127659,8.65957446,7.286808503,1.106537551,-0.013105478,4.771389768,-0.001810774,2084.767019,2.158665583,2.942715491,74.98822983,649.3661598,5765.080868,-2.266777564,0.32194042,0.010742417,0.001113405,1.10920732,1.050461149,1.69084867,8.173705029,23.36837113,17.4435373,1.920829438,2.612779818,46.60271848,-318.1389744,0.001084519,2.450714849,3.405383033,134.4819109,1559.537446,108731.1499,4.282265072,8.509069,5242.376177,379570.3428,2.78E+31,5.181066103,13.33687895,31638.56941,5627626.381,1.77E+77,-1.164343011,0.558683863,0.097423676,0.030408624,1.366329106,2.158665583,2.942715491,74.98822983,649.3661598,5765.080868,1.986065659,2.699408917,53.09757816,386.911884,1460.900789,0.101235817,1.051920886,1.224425352,1.35487263,3.023870251,-4.334724968,0.11447916,0.000171754,-2.25E-06,0.986980025,1.562637618,2.184351109,22.76616032,108.6262244,118.0832363,-6.314000901,0.04255319,3.28E-06,-5.94E-09,0.998190864,7.642412387,45.659249,4346253.524,9060926002,90.3907506,1,4
CoCrFeHf0.1Ni,1048.26104,198.182204,0,0.243902439,0,0.243902439,0.243902439,0.243902439,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,8.146341463,0.124724563,4.223802077,-6.115407505,12.19786503,86.46341463,170.9756098,0.282195122,8.097560975,7.317804878,1.315176859,-0.008285544,7.900059489,-0.035217133,2153.707317,2.097568926,2.854179648,66.36287923,540.6146747,3450.731315,-2.081647469,0.353163649,0.015556217,0.001940242,1.132836385,1.440735689,2.055189061,17.84050399,75.35475779,68.2926452,1.810811407,2.472934998,37.39820895,-228.7052877,0.002208576,2.501260939,3.492544206,148.7879113,1814.89486,198365.195,4.459721372,9.298570569,7475.922069,646393.7496,3.55E+37,5.141520914,13.07576421,29232.65915,4998071.724,1.79E+74,-1.265156525,0.531220408,0.079634087,0.022472351,1.326037434,2.091562902,2.845621369,65.57049374,530.9610713,3286.442576,1.990310403,2.705144151,53.55026823,391.8704141,1506.892524,0.27397115,1.146811606,1.72969017,2.274848485,3.725409799,-4.793242969,0.091024964,6.87E-05,-5.69E-07,0.991748687,2.06687029,2.810704447,62.41093993,493.0501382,2697.442792,-3.346222582,0.187662284,0.001240246,-4.37E-05,0.965395774,7.67494597,46.40805229,4638455.207,9989874920,99.091102,1,3
CoCrFeHf0.2Ni,1543.362486,209.681825,0,0.238095238,0,0.238095238,0.238095238,0.238095238,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,8.047619046,0.145491582,5.785214764,-8.253968288,12.56847688,85.95238094,169.5238095,0.284285714,7.95238095,7.296666666,1.315176859,-0.015666667,8.027210886,-0.021768707,2162.095238,2.085376277,2.836832573,64.76417231,521.1973866,3126.342425,-1.92763705,0.381433588,0.0211678,0.003079737,1.156607998,1.755305484,2.405247339,33.46870987,193.6236744,325.451928,2.110694089,2.87297203,68.1279925,-562.3262896,0.000260224,2.531191844,3.545204773,157.9666111,1985.399699,287355.9241,4.453793433,9.271050692,7387.811789,635000.0132,2.13E+37,5.132993386,13.02013093,28738.32199,4871829.822,4.20E+73,-1.257775511,0.533184503,0.080818367,0.022975507,1.328812537,2.073471374,2.819996622,63.24036277,502.9114562,2842.334356,1.987417623,2.701234286,53.24134443,388.4843432,1475.373808,0.27397115,1.146811606,1.72969017,2.274848485,3.725409799,-4.156219945,0.125166557,0.000245444,-3.85E-06,0.984455417,2.082837131,2.833233292,64.43611461,517.2422806,3063.186172,-3.827281799,0.147542221,0.000473877,-1.03E-05,0.978466521,7.678833048,46.49833586,4674655.818,10107051084,2172.407961,2,5
CoCrFeHf0.3Ni,991.2320069,691.0449205,0,0.23255814,0,0.23255814,0.23255814,0.23255814,0,0,0,0,0,0,0,0,0,0,0,0.069767442,0,7.953488388,0.162008086,6.875667822,-10.18929155,12.82528553,85.46511645,168.1395352,0.28627907,7.813953504,7.276511642,1.315176859,-0.022360195,8.134126587,-0.009518659,2170.093028,2.073610623,2.82019297,63.25797754,503.1215898,2845.483809,-1.820109031,0.402502281,0.02624662,0.004252165,1.175869749,1.927988777,2.622149466,47.274808,325.0458761,968.4218831,2.321337321,3.192066971,103.8216623,-1057.869186,3.76E-05,2.551418654,3.581240781,164.4879489,2109.604911,371493.0853,4.448108298,9.244734526,7304.28613,624261.6647,1.31E+37,5.124794201,12.96686297,28270.9033,4753456.54,1.05E+73,-1.250788175,0.53505053,0.081955706,0.023462203,1.331463975,2.055911046,2.79534497,61.05786936,477.1033523,2474.895629,1.984651577,2.697500999,52.94762168,385.2739855,1445.935277,0.27397115,1.146811606,1.72969017,2.274848485,3.725409799,-3.80047291,0.149533257,0.000499978,-1.12E-05,0.977887941,2.09606837,2.852039023,66.16401533,538.1864762,3408.837445,-4.654501301,0.097563615,9.06E-05,-8.62E-07,0.9905265,7.682525316,46.5842573,4709303.75,10219627235,2027.799388,2,3
CoCrFeHf0.4Ni,962.2754438,1145.418744,0,0.227272727,0,0.227272727,0.227272727,0.227272727,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,7.863636355,0.175633446,7.712881039,-11.94214875,13.01060934,84.99999991,166.8181816,0.288181818,7.681818173,7.25727272,1.315176859,-0.02843595,8.22314048,0.001652893,2177.727271,2.06224914,2.804217601,61.83677672,486.2619255,2600.961218,-1.739356149,0.419086442,0.030847107,0.005417784,1.192001046,2.042891793,2.777207417,59.48853392,458.8279853,2236.977803,2.480074054,3.455741418,142.6149168,-1703.12855,6.51E-06,2.565765128,3.607022226,169.2759554,2202.383326,447132.093,4.442651255,9.219544452,7224.999985,614124.998,8.22E+36,5.116904486,12.9158113,27828.30571,4642267.356,2.81E+72,-1.244163686,0.536825687,0.08304876,0.023933143,1.333999827,2.03885626,2.771609311,59.01033044,453.3066288,2168.559005,1.9820041,2.693932575,52.66800733,382.2260928,1418.38293,0.27397115,1.146811606,1.72969017,2.274848485,3.725409799,-3.560101089,0.168629624,0.000808603,-2.30E-05,0.971964546,2.10695219,2.867601869,67.62003935,556.0490829,3726.186039,-6.405228193,0.040655787,2.73E-06,4.52E-09,1.00165426,7.686037076,46.66612552,4742496.067,10327863017,5543.95042,4,3
CoCrFeHf0.5Ni,1514.644175,365.9332064,0,0.222222222,0,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,7.77777777,0.187129057,8.384886205,-13.53086417,13.14521343,84.55555547,165.5555554,0.29,7.555555548,7.238888882,1.315176859,-0.033955555,8.29629628,0.011851852,2185.02222,2.051270664,2.788866754,60.49382704,470.5075432,2386.964538,-1.675956756,0.432584162,0.035017284,0.006552751,1.20578289,2.126430824,2.895666798,70.30631667,589.5104648,4380.360058,2.604973311,3.678432298,183.0842852,-2477.288595,1.33E-06,2.576057695,3.625632832,172.7966361,2271.448662,511556.5574,4.43740878,9.195409478,7149.641961,604541.9474,5.27E+36,5.109306821,12.86683937,27408.64192,4537652.936,7.94E+71,-1.237874356,0.538516481,0.0841,0.024389,1.336427488,2.022283127,2.748737082,57.08641964,431.3196146,1911.331786,1.979467725,2.69051833,52.40151225,379.3287244,1392.545828,0.27397115,1.146811606,1.72969017,2.274848485,3.725409799,-3.382702815,0.184270331,0.00115298,-3.92E-05,0.966614465,2.115809184,2.880329196,68.82853197,571.0218937,4008.996662,-4.435271137,0.108866211,0.000140466,1.66E-06,1.011922363,7.689381277,46.74422125,4774322.102,10431999878,3710.243413,3,5
